P00734	['凝血酶原', '3.4.21.5', '凝血因子II']
P35579	['NMMHC-IIA', '细胞肌球蛋白重链，A型', '肌球蛋白重链，非肌肉IIa', '肌球蛋白重链9', 'NMMHC II-a', '非肌肉肌球蛋白重链IIa', '非肌肉肌球蛋白重链A', '肌球蛋白-9', 'NMMHC-A']
P17844	['G17P1', 'RNA解旋酶p68', '死盒蛋白5', '赫尔', '可能的ATP依赖性RNA解旋酶DDX5', 'HLR1', '3.6.4.13']
Q13838	['死盒蛋白UAP56', 'ATP依赖性RNA解旋酶p47', 'UAP56', '剪接体RNA螺旋酶DDX39B', '蝙蝠1', '56kDa U2AF65相关蛋白', '3.6.4.13', 'HLA-B相关转录物1蛋白']
P06748	['苦参素', 'NPM', '核磷蛋白', '核仁蛋白38', '核仁磷蛋白B23']
Q8I3Z5	['TCTP', '翻译控制的肿瘤蛋白同系物']
Q5R2K6	['肌浆和内质网Ca-ATP酶', 'P型钙转运ATP酶', 'P型钙转运ATP酶', '肌浆\\/内质网Ca2+ATP酶']
Q6LFH8	['鸟氨酸转氨酶', '鸟氨酸-氧代酸转氨酶', '2.6.1.13']
Q00080	['伸长因子1-α', 'EF-1-α']
P13568	['氯喹抗性蛋白', '多药耐药蛋白', '3.6.3.44']
Q8IKW5	['延伸系数2']
P86287	['肌动蛋白-1', '肌动蛋白I', 'PfACT1']
Q8IKK7	['甘油醛-3-磷酸脱氢酶', '1.2.1.12']
P14223	['果糖二磷酸醛缩酶', '4.1.2.13', '41kDa抗原']
C6KT34	['细胞分裂周期蛋白48同系物，推测']
Q8IC05	['热休克蛋白90']
Q8IKF0	['螺旋酶45', '真核启动因子4A']
C6KTA4	['2.7.1.40', '丙酮酸激酶']
C0H4Y6	['蛋白质二硫键异构酶', '5.3.4.1']
Q8IDH5	['硫氧还蛋白相关蛋白，推测']
Q8II73	['精胺合酶']
Q8I2Z8	['可能的ATP依赖性6-磷酸果糖激酶', '2.7.1.11', 'ATP-PFK', '磷酸己糖激酶']
Q8ILF7	['谷氨酸脱氢酶']
Q8I0V4	['内质素同系物，推测', '内质素，推测的']
Q8IJN7	['4.2.1.11', '2-磷酸甘油酸脱水酶', '烯醇化酶', '2-磷酸-D-甘油酸氢裂解酶']
Q8IKH8	['40S核糖体蛋白S3', '40S核糖体蛋白S3，推测']
A0A143ZZK9	['非SERCA型钙转运P-ATP酶']
P14642	['微管蛋白α链']
P13817	['旋钮相关富含组氨酸蛋白', 'HRPI']
Q7K6A4	['S-腺苷蛋氨酸合酶', '2.5.1.6']
Q8IKR1	['V型H（+）-易位焦磷酸酶，推测', 'V型H（+）-易位焦磷酸酶，推测']
Q8I431	['60S核糖体蛋白L4']
Q8IDQ9	['磷酸乙醇胺N-甲基转移酶']
O97313	['核糖体蛋白S340A']
Q8IJT2	['蛋白ARV1，推测', '保守的疟原虫膜蛋白']
Q8IJC6	['60S核糖体蛋白L3', '60S核糖体蛋白L3，推测']
C0H571	['高分子量菱形蛋白2']
T1RTG8	['丝氨酸重复抗原5']
C0H5C2	['40S核糖体蛋白S19']
Q8I6U8	['糖蛋白结合蛋白', '130英镑']
Q08853	['3.6.3.8', '钙泵', '钙转运ATP酶']
Q76NM6	['V型质子ATP酶催化亚基A', 'V-ATP酶69kDa亚单位', '3.6.3.14', '液泡质子泵亚单位α', 'V-ATP酶A亚单位']
Q8I3T9	['60S核糖体蛋白L2']
Q8I0X2	['酰基辅酶A合成酶', '酰基辅酶A合成酶']
Q8IM16	['血浆蛋白酶IV']
Q7KQM4	['PfAPG', '血浆蛋白酶-1', '天冬氨酸血红蛋白酶I', '3.4.23.38']
Q9N623	['氯喹抗性转运体', 'PfCRT']
C0H4V6	['14-3-3蛋白质']
Q8I5G6	['异亮氨酸——tRNA连接酶，推测']
C6S3C7	['疟原虫输出蛋白']
Q7KQL5	['蛋白', 'β-微管蛋白']
Q8IKM5	['60S核糖体蛋白L27', '60S核糖体蛋白L27，推测']
Q8IL86	['分泌复合蛋白62', '第62条，推定']
Q8IJR6	['疟原虫保守蛋白', '自噬相关蛋白18，推测']
Q8I492	['成熟寄生虫感染的红细胞表面抗原']
C0H4L1	['Importin-7，假定的']
Q8IAW0	['导入蛋白亚单位α']
Q76NN7	['肽基脯氨酰顺反异构酶', '5.2.1.8', '皮亚斯']
Q8IB72	['DnaJ蛋白，推测']
P13827	['裂殖子表面蛋白1', '糖蛋白185', 'PMMSA', 'GP185', '裂殖子表面抗原']
Q8IDD3	['谷氨酸-tRNA连接酶']
O77323	['TCP-1-eta', 'T-复合蛋白1亚单位eta', 'CCT eta']
C0H546	['推定伴侣']
Q8I4R5	['菱形颈蛋白3', '菱形颈蛋白3，推测']
Q8IBN5	['40S核糖体蛋白S5，推测']
Q8I487	['骨架结合蛋白1']
P50250	['3.3.1.1', '腺苷高胱氨酸酶', '普夫萨赫', 'S-腺苷-L-同型半胱氨酸水解酶', '阿多西亚']
Q8IJA9	['腺苷脱氨酶，推定', '腺苷脱氨酶']
Q8IJ60	['蛋氨酸-tRNA连接酶', '蛋氨酸-tRNA连接酶，推测']
Q8IEN3	['氨甲酰磷酸合成酶']
Q8IDP8	['天冬氨酸氨甲酰转移酶']
Q8I4W4	['信号识别粒子，β亚单位，推定', '信号识别粒子受体，β亚单位']
O77361	['寄生虫感染的红细胞表面蛋白']
C6KSR5	['共济体α亚单位，推定']
Q02155	['己糖激酶', '2.7.1.1']
Q8IBI3	['3.4.25.1', '蛋白酶体亚单位α型']
Q8IJ74	['卤酸脱卤酶样水解酶，推测', '卤酸脱卤酶样水解酶']
Q8III5	['胰岛素酶']
Q8IHS5	['40S核糖体蛋白S21']
Q8IDP1	['泛素结合酶E2']
Q8I5Y3	['真核翻译起始因子3亚基C', '真核翻译起始因子3亚基8', 'eIF3c']
Q8IEM3	['60S核糖体蛋白L24，推测']
Q8IE82	['60S核糖体蛋白L23']
Q8IDI5	['60S核糖体蛋白L17，推测']
Q8IM15	['血浆蛋白酶III', 'HAP蛋白']
C0H5H0	['热休克蛋白110，推测']
Q8ILV2	['60S核糖体蛋白L10，推测']
Q8IM74	['假定溶血磷脂酶']
Q8I5H4	['PABP', '聚腺苷结合蛋白']
Q8ID50	['泛素-60S核糖体蛋白L40']
Q8IE67	['磷酸核糖焦磷酸合成酶']
Q8IL80	['硫氧还蛋白过氧化物酶1']
O96221	['蛋白质运输蛋白SEC31', '假定的']
A0A144A2G5	['二肽氨基肽酶1']
P13830	['环状感染红细胞表面抗原']
Q9TY94	['ATP依赖性RNA解旋酶UAP56', '死盒螺旋酶，UAP56']
Q8IBS5	['钙依赖性蛋白激酶4', '2.7.11.1', 'CDPK4']
P38545	['Ras样蛋白TC4', 'GTP结合核蛋白', 'GTPase-Ran']
Q8IB78	['核苷转运体2']
C0H4X5	['Anamorsin同系物', 'Fe-S簇组装蛋白DRE2同源物']
C0H551	['谷氨酰胺合成酶，推定']
Q8IJK8	['60S核糖体蛋白L30e，推测']
Q8IIR9	['酪蛋白激酶2α亚单位', '酪蛋白激酶II，α亚单位，推测']
Q8IIA4	['苏氨酸——tRNA连接酶，推测', '苏氨酸-tRNA连接酶']
Q7KQK0	['cAMP依赖性蛋白激酶调节亚单位，推测', 'cAMP依赖性蛋白激酶调节亚单位']
Q8IDV0	['伸长因子1-γ，推定']
Q8IKL4	['硫氧还蛋白样蛋白', '硫氧还蛋白样蛋白1']
Q8ILK3	['60S核糖体蛋白L21', '60S核糖体蛋白L21e，推测']
Q8ILE8	['60S核糖体蛋白L14，推测']
Q8IKM6	['内膜复合物亚室蛋白3']
Q8IL88	['HSP40，A亚家族，推测']
C6KT50	['PLP合酶亚基Pdx1', '4.3.3.6', "吡哆醛5'-磷酸合酶亚基Pdx1"]
Q13873	['PPH1', '2.7.11.30', 'BMPⅡ型受体', 'BMP-2受体', '骨形态发生蛋白受体II型', '骨形态发生蛋白受体2型', 'BMPR-II']
P36894	['骨形态发生蛋白受体1A型', 'ACVRLK3', 'ALK3', 'ALK-3', 'BMP-1A型受体', '丝氨酸\\/苏氨酸蛋白激酶受体R5', 'SKR5', '激活素受体样激酶3', '2.7.11.30']
P21860	['2.7.10.1', '受体酪氨酸蛋白激酶erbB-3', '她3', '酪氨酸激酶型细胞表面受体HER3', '原癌基因样蛋白c-ErbB-3']
P32245	['MC4-R', '黑素皮质素受体4']
P41968	['黑素皮质素受体3', 'MC3-R']
P33032	['MC5-R', '黑素皮质素受体5', 'MC-2']
O15440	['多药耐药相关蛋白5', '护城河C', '多特异性有机阴离子转运体C', 'ATP结合盒亚家族C成员5', 'pABC11', 'MRP5', 'SMRP']
Q05318	['转录酶', '蛋白质L', '复制酶', '大结构蛋白', 'RNA定向RNA聚合酶']
Q14790	['飞行', '第四章', '冰样凋亡蛋白酶5', '3.4.22.61', 'FADD同源ICE\\/ced-3样蛋白酶', '机器', 'MORT1相关ced-3同系物', 'Caspase-8', 'MCH5', '凋亡性半胱氨酸蛋白酶', '凋亡蛋白酶Mch-5', '像冰一样褪色', 'CASP-8']
Q15139	['蛋白激酶D', 'PRKCM', 'nPKC mu', 'PKD1', '蛋白激酶C-mu型', 'NPD1-KC', '2.7.11.13', 'PKD', '丝氨酸\\/苏氨酸蛋白激酶D1']
Q9Z1N9	['Munc13-2', '蛋白质unc-13同源物B', 'Unc13a', 'munc13']
P48764	['溶质载体家族9成员3', 'NHE-3', '钠氢交换器', 'NHE3', 'Na（+）\\/H（+）交换器3']
P01854	['Igε链C区', '免疫球蛋白重常量ε', 'Igε链C区ND']
Q9BQB4	['硬骨素']
Q4VB53	['IL13蛋白']
P53396	['柠檬酸三磷酸腺苷（pro-S-）裂解酶', '2.3.3.8', '柠檬酸三磷酸腺苷合酶', '国际计算语言学协会', '柠檬酸裂解酶']
O14980	['染色体区域维持1蛋白同源物', '出口蛋白-1', 'CRM1', 'Exp1']
P10745	['视黄醇结合蛋白3', 'IRBP', '光感受器间维甲酸结合蛋白', '间质视黄醇结合蛋白']
Q16288	['神经营养酪氨酸激酶受体3型', '酪氨酸激酶', '2.7.10.1', 'Trk-C', 'TRKC', 'GP145 TrkC', 'NT-3生长因子受体']
P08922	['2.7.10.1', 'c-Ros受体酪氨酸激酶', '受体酪氨酸激酶c-ros癌基因1', '原癌基因c-Ros-1', '罗斯', '原癌基因酪氨酸蛋白激酶', '原癌基因c-Ros', 'MCF3']
P05181	['1.14.13.-', '细胞色素P450 2E1', '4-硝基苯酚2-羟化酶', 'CYP2E', 'CYPIIE1', '细胞色素P450-J']
P22309	['UDP葡萄糖醛酸转移酶1A1', 'UGT1A', '拥抱BR1', 'UGT1', 'UDP葡萄糖醛酸转移酶1-1', '胆红素特异性UDPGT同工酶1', 'UDPGT 1-1', 'GNT1', 'UGT-1A', 'UDP葡萄糖醛酸转移酶1-A', '2.4.1.17']
P62344	['CDPK1', '钙依赖性蛋白激酶1', '2.7.11.1']
Q9UK32	['核糖体蛋白S6激酶α-6', 'S6K-alpha-6', '核糖体S6激酶4', 'RSK-4', '2.7.11.1', 'pp90RSK4', 'RSK4', 'p90 RSK 6', '90kDa核糖体蛋白S6激酶6', 'p90RSK6']
Q8NI60	['类伴侣ABC1', '2.7.-.-', 'bc1复合物样蛋白的伴侣活性', '辅酶Q蛋白8A', '含aarF结构域的蛋白激酶3', '非典型激酶COQ8A，线粒体', 'CABC1', 'ADCK3']
Q8IY84	['尼姆1', '丝氨酸\\/苏氨酸蛋白激酶NIM1', '2.7.11.1', 'NIM1丝氨酸\\/苏氨酸蛋白激酶']
Q9Y6E0	['MST3', '2.7.11.1', 'STE20样激酶MST3', 'MST-3', '哺乳动物STE20样蛋白激酶3', 'STK3', '丝氨酸\\/苏氨酸蛋白激酶24']
Q13188	['MST-2', '丝氨酸\\/苏氨酸蛋白激酶3', '2.7.11.1', 'MST2', 'STE20样激酶MST2', '丝氨酸\\/苏氨酸蛋白激酶Krs-1', '哺乳动物STE20样蛋白激酶2', 'KRS1']
P42680	['2.7.10.2', '酪氨酸蛋白激酶', 'PSCTK4']
Q9BYT3	['丝氨酸\\/苏氨酸蛋白激酶33', '2.7.11.1']
Q8TDR2	['STK35L1', 'CLIK1', 'PDLIM1相互作用激酶1', '2.7.11.1', 'CLIK-1', 'PDIK1', '丝氨酸\\/苏氨酸蛋白激酶35', 'CLP-36-相互作用激酶1', '丝氨酸\\/苏氨酸蛋白激酶35 L1']
Q9NRP7	['丝氨酸\\/苏氨酸蛋白激酶36', '起亚1278', '融合同系物', '2.7.11.1']
Q15208	['NDR1蛋白激酶', 'NDR1', '核Dbf2相关激酶1', '2.7.11.1', '丝氨酸\\/苏氨酸蛋白激酶38']
Q9Y2H1	['核Dbf2相关激酶2', '2.7.11.1', 'NDR2', '丝氨酸\\/苏氨酸蛋白激酶38样', 'NDR2蛋白激酶', 'KIAA0965']
Q9UEW8	['2.7.11.1', '胡说八道', 'DCHT', 'Ste-20相关激酶', 'STE20\\/SPS1相关的富含脯氨酸丙氨酸的蛋白激酶', '丝氨酸\\/苏氨酸蛋白激酶39']
Q7L7X3	['淘', 'PSK-2', 'PSK2', '起亚1361', 'hTAOK1', '2.7.11.1', 'hKFC-B', '丝氨酸\\/苏氨酸蛋白激酶TAO1', '来自鸡同源物B的激酶', '马克激酶', '马克', '前列腺源性STE20样激酶2', '前列腺源性20-样激酶2', '千零一个氨基酸蛋白激酶1', 'MAP3K16']
Q9H2K8	['hKFC-A', 'CTCL相关抗原HD-CL-09', '2.7.11.1', '来自鸡同源物A的激酶', 'DPK', '丝氨酸\\/苏氨酸蛋白激酶TAO3', '树突状细胞衍生蛋白激酶', 'JNK\\/SAPK抑制激酶', 'MAP3K18', 'KDS', '一千零一个氨基酸蛋白质3', '皮肤T细胞淋巴瘤相关抗原HD-CL-09', 'Jun激酶抑制激酶', '吉克']
Q9UHD2	['NF-κB激活激酶', '纳克', '2.7.11.1', 'T2K', '坦克结合激酶1', '丝氨酸\\/苏氨酸蛋白激酶TBK1']
Q15569	['睾丸蛋白激酶1', '双特异性睾丸特异性蛋白激酶1', '2.7.12.1']
P35590	['2.7.10.1', '领带', '酪氨酸蛋白激酶受体Tie-1']
Q9UKI8	['北大测试版', '2.7.11.1', '丝氨酸\\/苏氨酸蛋白激酶1', 'KIAA0137', '像激酶1一样凌乱']
Q86UE8	['北大阿尔法分校', '丝氨酸\\/苏氨酸蛋白激酶2', '2.7.11.1', '像激酶2一样凌乱', 'HsHPK']
Q9UKE5	['KIAA0551', '2.7.11.1', 'TRAF2和NCK相互作用蛋白激酶']
Q13470	['2.7.10.2', '非受体酪氨酸蛋白激酶TNK1', 'CD38阴性激酶1']
Q59H18	['卡克', '2.7.11.1', '丝氨酸\\/苏氨酸蛋白激酶TNNI3K', '心脏锚蛋白重复激酶', 'TNNI3相互作用激酶', '心肌肌钙蛋白I相互作用激酶']
Q9BXA7	['斯波加', 'STK22A', 'TSSK1', '丝氨酸\\/苏氨酸蛋白激酶22A', '2.7.11.1', 'STK22D', '睾丸特异性丝氨酸\\/苏氨酸蛋白激酶1', 'TSK-1', '斯波加1']
P42681	['PTK4', '2.7.10.2', '静息淋巴细胞激酶', '酪氨酸蛋白激酶TXK', 'RLK', '蛋白酪氨酸激酶4']
Q06418	['2.7.10.1', '酪氨酸蛋白激酶', '酪氨酸蛋白激酶受体酪氨酸3', '酪氨酸蛋白激酶', 'DTK', 'RSE', '天', '酪氨酸蛋白激酶BYK', '比克', '酪氨酸蛋白激酶', 'TIF', '酪氨酸蛋白激酶']
O75385	['Unc-51样激酶1', '2.7.11.1', '自噬相关蛋白1同源物', '丝氨酸\\/苏氨酸蛋白激酶ULK1', 'KIAA0722', 'ATG1', 'hATG1']
Q8IYT8	['丝氨酸\\/苏氨酸蛋白激酶ULK2', 'KIAA0623', '2.7.11.1', 'Unc-51样激酶2']
Q6PHR2	['Unc-51样激酶3', '2.7.11.1', '丝氨酸\\/苏氨酸蛋白激酶ULK3']
Q56UN5	['丝裂原活化蛋白激酶19', 'YSK4', 'RCK', '2.7.11.1', '在COPD中调节，蛋白激酶', 'SPS1\\/STE20相关蛋白激酶YSK4']
Q2M2I8	['AP2相关蛋白激酶1', '适配器相关激酶1', '2.7.11.1', 'KIAA048']
Q96D53	['2.7.-.-', '辅酶Q蛋白8B', 'ADCK4', '含AarF结构域的蛋白激酶4', '非典型激酶COQ8B，线粒体']
Q8NFD2	['蛋白激酶PKK2', '锚蛋白重复序列和含蛋白激酶结构域的蛋白1', '苏根激酶288', '2.7.11.1', 'X-激酶', 'SGK288', 'PKK2']
P30530	['AXL癌基因', '2.7.10.1', '酪氨酸蛋白激酶受体UFO', '不明飞行物']
P51451	['B淋巴细胞激酶', '2.7.10.2', 'p55 Blk', '酪氨酸蛋白激酶']
Q9NSY1	['自行车', 'BMP-2诱导蛋白激酶', '2.7.11.1']
O00238	['BMP-1B型受体', '骨形态发生蛋白受体1B型', '2.7.11.30']
P51813	['细胞质酪氨酸蛋白激酶BMX', '上皮和内皮酪氨酸激酶', '2.7.10.2', 'X染色体蛋白中的骨髓酪氨酸激酶基因', 'ETK', 'NTK38']
Q14012	['卡姆基阿尔法', '2.7.11.17', '卡姆基', '钙\\/钙调素依赖性蛋白激酶1型', 'CaM激酶Iα', '凸轮激酶I']
Q8N5S9	['CaM激酶IV激酶', '凸轮KK 1', '2.7.11.17', '钙调素激酶α', '卡姆克阿尔法', '卡姆KK阿尔法', '钙\\/钙调蛋白依赖性蛋白激酶激酶1', '钙\\/钙调蛋白依赖性蛋白激酶α', '卡姆卡']
Q96RR4	['钙\\/钙调蛋白依赖性蛋白激酶激酶2', '2.7.11.17', '卡姆卡布', '钙调素激酶β', '凸轮KK 2', 'KIAA0787', '卡姆克贝塔', '钙\\/钙调蛋白依赖性蛋白激酶β', 'CaM KK beta']
P07498	['CSNK', 'CSN10', '木桶', '卡帕酪蛋白']
Q6DT37	['丝氨酸\\/苏氨酸蛋白激酶MRCKγ', '2.7.11.1', '强直性肌营养不良激酶相关CDC42结合激酶γ', '强直性肌营养不良蛋白激酶样α', 'DMPK2', '伽马射线', '类DMPK伽马', 'MRCKG', '强直性肌营养不良蛋白激酶样γ', 'CDC42结合蛋白激酶γ']
Q00532	['蛋白激酶p42-KKIALRE', '丝氨酸\\/苏氨酸蛋白激酶KKIALRE', '细胞周期素依赖激酶样1', '2.7.11.22']
Q92772	['丝氨酸\\/苏氨酸蛋白激酶KKIAMRE', '蛋白激酶p56-KKIAMRE', '细胞周期素依赖激酶样2', '2.7.11.22']
O14578	['哎呀', 'KIAA0949', '柠檬酸Rho相互作用激酶', '丝氨酸\\/苏氨酸蛋白激酶21', '2.7.11.1', 'STK21']
P49760	['双特异性蛋白激酶CLK2', '2.7.12.1', '类CDC激酶2']
Q9HAZ1	['CDC样激酶4', '双特异性蛋白激酶CLK4', '2.7.12.1']
P48729	['CK1', '酪蛋白激酶Iα亚型', 'CKI阿尔法', '2.7.11.1']
Q9UIK4	['死亡相关蛋白激酶2', 'DRP-1', '2.7.11.1', 'DAP激酶2', 'DAP激酶相关蛋白1']
O15075	['KIAA0369', 'DC3A', '丝氨酸\\/苏氨酸蛋白激酶DCLK1', '2.7.11.1', '双重皮质素样和CAM激酶样1', 'DCAMKL1', '双重皮质素样激酶1', '含有双重皮质素结构域的蛋白质3A']
Q8N568	['CaMK样CREB调节激酶2', '双重皮质素样激酶2', 'DC3B', '点击II', 'DCAMKL2', '丝氨酸\\/苏氨酸蛋白激酶DCLK2', '2.7.11.1', '含有双皮质素结构域的蛋白质3B', '双重皮质素样和CAM激酶样2', 'DCK2', '点击2', '二氧化氯']
Q9C098	['DCAMKL3', '双重皮质素样激酶3', '双重皮质素样和CAM激酶样3', '含有双皮质素结构域的蛋白质3C', '2.7.11.1', '丝氨酸\\/苏氨酸蛋白激酶DCLK3', 'DC3C', '起亚1765']
Q9Y463	['2.7.12.1', 'Mirk蛋白激酶', '米尔克', '微脑相关激酶', '双特异性酪氨酸磷酸化调节激酶1B']
Q9BQI3	['血红素调节的真核细胞起始因子eIF-2-α激酶', '人权倡议', 'HCR', '2.7.11.1', '起亚1369', '真核翻译起始因子2-α激酶1', '血红素控制抑制物', '血红素敏感起始因子2-α激酶', '血红素调节抑制剂']
Q9P2K8	['GCN2', 'eIF-2-α激酶GCN2', '真核翻译起始因子2-α激酶4', '2.7.11.1', '类GCN2蛋白', '起亚1338']
P21709	['赫法1', '2.7.10.1', 'EPH酪氨酸激酶1', '伊芙', '埃弗特', '产生促红细胞生成素的肝癌受体', 'EPHT1', '酪氨酸蛋白激酶受体EPH', '肾上腺素A型受体1', '酪氨酸激酶']
P29320	['赫克4', '2.7.10.1', '人胚胎激酶', '蒂罗4', '酪氨酸蛋白激酶酪氨酸4', '类EPH激酶4', 'ETK1', '类Eph酪氨酸激酶1', '嘿', 'ETK', 'EK4', '酪氨酸蛋白激酶受体ETK1', '肾上腺素A型受体3']
P54764	['2.7.10.1', '类EPH激酶8', 'HEK8', '蒂罗1', '酪氨酸蛋白激酶酪氨酸1', 'EK8', '肾上腺素A型受体4', '酪氨酸蛋白激酶受体', '瑞典克朗']
Q9UF33	['类EPH激酶12', '肾上腺素A型受体6', '2.7.10.1', 'EHK2', 'HEK12', 'EPH同源激酶2', 'EK12', 'EHK-2']
P29322	['2.7.10.1', 'HEK3', 'EPH-和麋鹿相关激酶', 'EK3', '类EPH激酶3', '肾上腺素A型受体8', '伊克', '起亚1459', '酪氨酸蛋白激酶受体']
P54762	['HEK6', '2.7.10.1', '类EPH激酶6', 'EPH酪氨酸激酶2', 'EK6', '麋鹿', '网', '肾上腺素B型受体1', 'EPHT2', '酪氨酸蛋白激酶受体EPH-2', '神经元表达的EPH相关酪氨酸激酶']
O15197	['酪氨酸蛋白激酶缺陷受体EPH-6', '肾上腺素B型受体6', 'HEP']
P16591	['酪氨酸蛋白激酶', '原癌基因c-Fer', '2.7.10.2', '猫脑炎病毒相关激酶', '酪氨酸激酶3', 'TYK3', '第94页', 'Fujinami家禽肉瘤\\/猫肉瘤相关蛋白']
P07332	['FPS', '2.7.10.2', '原癌基因c-Fes', '酪氨酸蛋白激酶Fes\\/Fps', '猫肉瘤\\/富士纳米禽肉瘤癌基因同源物', '原癌基因c-Fps', 'p93c-fes']
O14976	['2.7.11.1', '细胞周期蛋白G相关激酶']
P49840	['糖原合成酶激酶-3α', 'GSK-3α', '2.7.11.26', '丝氨酸\\/苏氨酸蛋白激酶GSK3A']
Q9H2X6	['同源结构域相互作用蛋白激酶2', 'hHIPk2', '2.7.11.1']
Q9H422	['拳', 'FIST3', '同源结构域相互作用蛋白激酶3', 'PKY', '2.7.11.1', 'Fas相互作用的丝氨酸\\/苏氨酸蛋白激酶', '蛋白激酶YAK1同系物', 'ANPK', '雄激素受体相互作用核蛋白激酶', 'DYRK6']
Q9UPZ9	['LCK2', '2.7.11.1', 'MAK相关激酶', '乡巴佬', '喉癌激酶2', 'KIAA0936', '肠细胞激酶', 'MRK', '丝氨酸\\/苏氨酸蛋白激酶']
Q14164	['IKK-i', '伊基', '诱导型I-κB激酶', 'I-κB激酶ε', '2.7.11.10', '核因子κB激酶亚单位ε抑制剂', '艾克', 'KIAA0151']
P14616	['IR相关受体', '胰岛素受体相关蛋白', '内部收益率', '2.7.10.1']
P51617	['伊拉克-1', '2.7.11.1', '白细胞介素-1受体相关激酶1', '伊拉克']
Q9Y616	['伊拉克人', '白细胞介素-1受体相关激酶3', '2.7.11.1', 'IRAK-3', 'IL-1受体相关激酶M']
Q9Y2K2	['盐诱导激酶3', '丝氨酸\\/苏氨酸蛋白激酶QSK', '2.7.11.1', '植-3', '丝氨酸\\/苏氨酸蛋白激酶SIK3', 'QSK', 'KIAA0999']
O95835	['疣', '大肿瘤抑制同系物1', '丝氨酸\\/苏氨酸蛋白激酶LATS1', '疣蛋白激酶', '2.7.11.1', '疣']
P53671	['LIMK-2', 'LIM结构域激酶2', '2.7.11.1']
Q5S007	['公园8', '达林', '2.7.11.1', '富含亮氨酸的重复序列丝氨酸\\/苏氨酸蛋白激酶2']
P29376	['2.7.10.1', '蛋白酪氨酸激酶1', '白细胞酪氨酸激酶受体', 'TYK1']
P46734	['PRKMK3', 'MAPK\\/ERK激酶3', 'MEK 3', 'SAPK激酶2', '双特异性丝裂原活化蛋白激酶激酶3', 'MEK3', '2.7.12.2', 'SAPKK-2', 'SKK2', '应激激活蛋白激酶2', 'SAPKK2', 'MAP激酶激酶3', 'MKK3']
Q13163	['MEK 5', 'MAPK\\/ERK激酶5', '双特异性丝裂原活化蛋白激酶5', '2.7.12.2', 'PRKMK5', 'MEK5', 'MAP激酶激酶5', 'MKK5']
P52564	['SAPK激酶3', 'MKK6', '应激激活蛋白激酶3', 'MAPK\\/ERK激酶6', '双特异性丝裂原活化蛋白激酶激酶6', 'MEK 6', 'PRKMK6', '2.7.12.2', 'MEK6', 'SKK3', '3-SAPKK', 'SAPKK3', 'MAP激酶激酶6']
Q02779	['丝裂原活化蛋白激酶10', '2.7.11.25', 'MLK2', '混合谱系激酶2', 'MST', '蛋白激酶MST']
Q16584	['混合谱系激酶3', '含有富含脯氨酸激酶的Src同源3结构域', 'MLK3', '2.7.11.25', '斯普克', '丝裂原活化蛋白激酶11', 'PTK1']
Q12852	['DLK', 'ZPK', '2.7.11.25', 'MAPK上游激酶', '穆克', '亮氨酸拉链蛋白激酶', '丝裂原活化蛋白激酶激酶12', '混合谱系激酶', '双亮氨酸拉链激酶']
O43283	['LZK', '亮氨酸拉链激酶', '2.7.11.25', 'MLK', '混合谱系激酶', '丝裂原活化蛋白激酶13']
Q6ZN16	['丝裂原活化蛋白激酶15', 'MAPK\\/ERK激酶激酶15', '2.7.11.25', '凋亡信号调节激酶3', 'MEKK 15', 'ASK3', 'MEK激酶15']
Q99759	['MAPK\\/ERK激酶激酶3', 'MAPKKK3', 'MEKK3', '2.7.11.25', '丝裂原活化蛋白激酶3', 'MEK激酶3', 'MEKK 3']
Q9Y6R4	['MTK1', 'MEKK4', '图3激酶1', 'MEK激酶4', '2.7.11.25', '丝裂原活化蛋白激酶4', 'MAPK\\/ERK激酶激酶4', 'KIAA0213', 'MEKK 4', 'MAPKKK4']
O95382	['MEKK6', '2.7.11.25', '丝裂原活化蛋白激酶6', '凋亡信号调节激酶2', 'ASK2', 'MAPKKK6']
Q92918	['MEKKK 1', '2.7.11.1', 'MAPK\\/ERK激酶1', '造血祖细胞激酶', 'HPK1', '丝裂原活化蛋白激酶1', 'MEK激酶1']
